Time (s),x-body [wc] (m),y-body [wc] (m),z-body [wc] (m),x-rot-body [wc] (rad),y-rot-body [wc] (rad),z-rot-body [wc] (rad),x-vel-body [bc] (m/s), y-vel-body [bc] (m/s), z-vel-body [bc] (m/s),x-rotvel-body [bc] (rad/s), y-rotvel-body [bc] (rad/s), z-rotvel-body [bc] (rad/s),x-acc-body [bc] (m/s^2), y-acc-body [bc] (m/s^2), z-acc-body [bc] (m/s^2),x-rotacc-body [bc] (rad/s^2), y-rotacc-body [bc] (rad/s^2), z-rotacc-body [bc] (rad/s^2),x-jerk-body [bc] (m/s^3), y-jerk-body [bc] (m/s^3), z-jerk-body [bc] (m/s^3),x-rotjerk-body [bc] (rad/s^3), y-rotjerk-body [bc] (rad/s^3), z-rotjerk-body [bc] (rad/s^3),number of modules (-),x-module-0 [bc] (m), y-module-0 [bc] (m), z-module-0 [bc] (m),x-rot-module-0 [bc] (rad), y-rot-module-0 [bc] (rad), z-rot-module-0 [bc] (rad),x-vel-module-0 [mc] (m/s), y-vel-module-0 [mc] (m/s), z-vel-module-0 [mc] (m/s),x-rotvel-module-0 [bc] (rad/s), y-rotvel-module-0 [bc] (rad/s), z-rotvel-module-0 [bc] (rad/s),x-acc-module-0 [mc] (m/s^2), y-acc-module-0 [mc] (m/s^2), z-acc-module-0 [mc] (m/s^2),x-rotacc-module-0 [bc] (rad/s^2), y-rotacc-module-0 [bc] (rad/s^2), z-rotacc-module-0 [bc] (rad/s^2),x-jerk-module-0 [mc] (m/s^3), y-jerk-module-0 [mc] (m/s^3), z-jerk-module-0 [mc] (m/s^3),x-rotjerk-module-0 [bc] (rad/s^3), y-rotjerk-module-0 [bc] (rad/s^3), z-rotjerk-module-0 [bc] (rad/s^3),x-module-1 [bc] (m), y-module-1 [bc] (m), z-module-1 [bc] (m),x-rot-module-1 [bc] (rad), y-rot-module-1 [bc] (rad), z-rot-module-1 [bc] (rad),x-vel-module-1 [mc] (m/s), y-vel-module-1 [mc] (m/s), z-vel-module-1 [mc] (m/s),x-rotvel-module-1 [bc] (rad/s), y-rotvel-module-1 [bc] (rad/s), z-rotvel-module-1 [bc] (rad/s),x-acc-module-1 [mc] (m/s^2), y-acc-module-1 [mc] (m/s^2), z-acc-module-1 [mc] (m/s^2),x-rotacc-module-1 [bc] (rad/s^2), y-rotacc-module-1 [bc] (rad/s^2), z-rotacc-module-1 [bc] (rad/s^2),x-jerk-module-1 [mc] (m/s^3), y-jerk-module-1 [mc] (m/s^3), z-jerk-module-1 [mc] (m/s^3),x-rotjerk-module-1 [bc] (rad/s^3), y-rotjerk-module-1 [bc] (rad/s^3), z-rotjerk-module-1 [bc] (rad/s^3),x-module-2 [bc] (m), y-module-2 [bc] (m), z-module-2 [bc] (m),x-rot-module-2 [bc] (rad), y-rot-module-2 [bc] (rad), z-rot-module-2 [bc] (rad),x-vel-module-2 [mc] (m/s), y-vel-module-2 [mc] (m/s), z-vel-module-2 [mc] (m/s),x-rotvel-module-2 [bc] (rad/s), y-rotvel-module-2 [bc] (rad/s), z-rotvel-module-2 [bc] (rad/s),x-acc-module-2 [mc] (m/s^2), y-acc-module-2 [mc] (m/s^2), z-acc-module-2 [mc] (m/s^2),x-rotacc-module-2 [bc] (rad/s^2), y-rotacc-module-2 [bc] (rad/s^2), z-rotacc-module-2 [bc] (rad/s^2),x-jerk-module-2 [mc] (m/s^3), y-jerk-module-2 [mc] (m/s^3), z-jerk-module-2 [mc] (m/s^3),x-rotjerk-module-2 [bc] (rad/s^3), y-rotjerk-module-2 [bc] (rad/s^3), z-rotjerk-module-2 [bc] (rad/s^3),x-module-3 [bc] (m), y-module-3 [bc] (m), z-module-3 [bc] (m),x-rot-module-3 [bc] (rad), y-rot-module-3 [bc] (rad), z-rot-module-3 [bc] (rad),x-vel-module-3 [mc] (m/s), y-vel-module-3 [mc] (m/s), z-vel-module-3 [mc] (m/s),x-rotvel-module-3 [bc] (rad/s), y-rotvel-module-3 [bc] (rad/s), z-rotvel-module-3 [bc] (rad/s),x-acc-module-3 [mc] (m/s^2), y-acc-module-3 [mc] (m/s^2), z-acc-module-3 [mc] (m/s^2),x-rotacc-module-3 [bc] (rad/s^2), y-rotacc-module-3 [bc] (rad/s^2), z-rotacc-module-3 [bc] (rad/s^2),x-jerk-module-3 [mc] (m/s^3), y-jerk-module-3 [mc] (m/s^3), z-jerk-module-3 [mc] (m/s^3),x-rotjerk-module-3 [bc] (rad/s^3), y-rotjerk-module-3 [bc] (rad/s^3), z-rotjerk-module-3 [bc] (rad/s^3),
0.01,-4.9999999999999996e-05,-1.594441074412386e-16,0.0,0.0,0.0,-2.428612866375417e-21,-0.009999999999999998,-3.188882151253385e-14,0.0,0.0,0.0,-4.857225732750834e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.141592653592982,0.009999999999999998,0.0,0.0,0.0,0.0,-4.890721380769197e-10,0.9999999999999999,0.0,0.0,0.0,0.0,3.827504117056188e-08,-2.366165055826913e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,-0.5,0.5,0.0,0.0,0.0,3.141592653592982,0.009999999999999998,0.0,0.0,0.0,0.0,-4.890721380769197e-10,0.9999999999999999,0.0,0.0,0.0,0.0,3.827504117056188e-08,-2.366165055826913e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,-0.5,-0.5,0.0,0.0,0.0,3.141592653592982,0.009999999999999998,0.0,0.0,0.0,0.0,-4.890721380769197e-10,0.9999999999999999,0.0,0.0,0.0,0.0,3.827504117056188e-08,-2.366165055826913e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,0.5,-0.5,0.0,0.0,0.0,3.141592653592982,0.009999999999999998,0.0,0.0,0.0,0.0,-4.890721380769197e-10,0.9999999999999999,0.0,0.0,0.0,0.0,3.827504117056188e-08,-2.366165055826913e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,
0.02,-0.00019999999999999998,-3.1878714923677867e-16,0.0,0.0,0.0,-9.714451465485887e-21,-0.019999999999999997,2.021286199229721e-17,0.0,0.0,0.0,-9.714451465470105e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.1415926535897922,0.019999999999999997,0.0,0.0,0.0,0.0,-1.7011296144845115e-10,0.9999999999999998,0.0,0.0,0.0,0.0,2.5516794155131824e-08,-9.940936359434836e-16,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,-0.5,0.5,0.0,0.0,0.0,3.1415926535897922,0.019999999999999997,0.0,0.0,0.0,0.0,-1.7011296144845115e-10,0.9999999999999998,0.0,0.0,0.0,0.0,2.5516794155131824e-08,-9.940936359434836e-16,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,-0.5,-0.5,0.0,0.0,0.0,3.1415926535897922,0.019999999999999997,0.0,0.0,0.0,0.0,-1.7011296144845115e-10,0.9999999999999998,0.0,0.0,0.0,0.0,2.5516794155131824e-08,-9.940936359434836e-16,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,0.5,-0.5,0.0,0.0,0.0,3.1415926535897922,0.019999999999999997,0.0,0.0,0.0,0.0,-1.7011296144845115e-10,0.9999999999999998,0.0,0.0,0.0,0.0,2.5516794155131824e-08,-9.940936359434836e-16,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,
0.03,-0.00044999999999999993,-2.2287766719579257e-16,0.0,0.0,0.0,-2.1857515797319578e-20,-0.029999999999999992,1.916168245332914e-14,0.0,0.0,0.0,-1.4571677198197273e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.1415926535891545,0.029999999999999992,0.0,0.0,0.0,0.0,2.126374502571678e-11,0.9999999999999999,0.0,0.0,0.0,0.0,1.2758547139701776e-08,2.1673463286382155e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,-0.5,0.5,0.0,0.0,0.0,3.1415926535891545,0.029999999999999992,0.0,0.0,0.0,0.0,2.126374502571678e-11,0.9999999999999999,0.0,0.0,0.0,0.0,1.2758547139701776e-08,2.1673463286382155e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,-0.5,-0.5,0.0,0.0,0.0,3.1415926535891545,0.029999999999999992,0.0,0.0,0.0,0.0,2.126374502571678e-11,0.9999999999999999,0.0,0.0,0.0,0.0,1.2758547139701776e-08,2.1673463286382155e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,0.5,-0.5,0.0,0.0,0.0,3.1415926535891545,0.029999999999999992,0.0,0.0,0.0,0.0,2.126374502571678e-11,0.9999999999999999,0.0,0.0,0.0,0.0,1.2758547139701776e-08,2.1673463286382155e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,
0.04,-0.0007999999999999998,-1.2686711270899184e-16,0.0,0.0,0.0,-3.885780586188832e-20,-0.039999999999999994,4.042572398459442e-17,0.0,0.0,0.0,-1.942890293094021e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.1415926535897922,0.039999999999999994,0.0,0.0,0.0,0.0,8.505798134558427e-11,1.0000000000000002,0.0,0.0,0.0,0.0,3.001242717188877e-13,4.434102020870781e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,-0.5,0.5,0.0,0.0,0.0,3.1415926535897922,0.039999999999999994,0.0,0.0,0.0,0.0,8.505798134558427e-11,1.0000000000000002,0.0,0.0,0.0,0.0,3.001242717188877e-13,4.434102020870781e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,-0.5,-0.5,0.0,0.0,0.0,3.1415926535897922,0.039999999999999994,0.0,0.0,0.0,0.0,8.505798134558427e-11,1.0000000000000002,0.0,0.0,0.0,0.0,3.001242717188877e-13,4.434102020870781e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,0.5,-0.5,0.0,0.0,0.0,3.1415926535897922,0.039999999999999994,0.0,0.0,0.0,0.0,8.505798134558427e-11,1.0000000000000002,0.0,0.0,0.0,0.0,3.001242717188877e-13,4.434102020870781e-14,0.0,0.0,0.0,0.0,-1.2758247015430054e-06,
0.05,-0.0012499999999999998,-1.2663433669406763e-16,0.0,0.0,0.0,-6.938893903908007e-20,-0.04999999999999997,6.1232339957367625e-18,0.0,0.0,0.0,-4.16333634234433e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.141592653589793,0.04999999999999997,0.0,0.0,0.0,0.0,-7.266392704184805e-16,0.9999999999999996,0.0,0.0,0.0,0.0,-1.9854936195600495e-12,6.502038985914646e-14,0.0,0.0,0.0,0.0,4.359835622510787e-11,-0.5,0.5,0.0,0.0,0.0,3.141592653589793,0.04999999999999997,0.0,0.0,0.0,0.0,-7.266392704184805e-16,0.9999999999999996,0.0,0.0,0.0,0.0,-1.9854936195600495e-12,6.502038985914646e-14,0.0,0.0,0.0,0.0,4.359835622510787e-11,-0.5,-0.5,0.0,0.0,0.0,3.141592653589793,0.04999999999999997,0.0,0.0,0.0,0.0,-7.266392704184805e-16,0.9999999999999996,0.0,0.0,0.0,0.0,-1.9854936195600495e-12,6.502038985914646e-14,0.0,0.0,0.0,0.0,4.359835622510787e-11,0.5,-0.5,0.0,0.0,0.0,3.141592653589793,0.04999999999999997,0.0,0.0,0.0,0.0,-7.266392704184805e-16,0.9999999999999996,0.0,0.0,0.0,0.0,-1.9854936195600495e-12,6.502038985914646e-14,0.0,0.0,0.0,0.0,4.359835622510787e-11,
0.060000000000000005,-0.0017999999999999995,-1.2656692349260064e-16,0.0,0.0,0.0,-1.0477729794900689e-19,-0.05999999999999999,7.347880794884118e-18,0.0,0.0,0.0,-2.9143354396410335e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.141592653589793,0.05999999999999999,0.0,0.0,0.0,0.0,2.1220003521118825e-14,1.0000000000000013,0.0,0.0,0.0,0.0,-2.4161455568436265e-12,-2.0604662037210121e-13,0.0,0.0,0.0,0.0,4.325152290133005e-11,-0.5,0.5,0.0,0.0,0.0,3.141592653589793,0.05999999999999999,0.0,0.0,0.0,0.0,2.1220003521118825e-14,1.0000000000000013,0.0,0.0,0.0,0.0,-2.4161455568436265e-12,-2.0604662037210121e-13,0.0,0.0,0.0,0.0,4.325152290133005e-11,-0.5,-0.5,0.0,0.0,0.0,3.141592653589793,0.05999999999999999,0.0,0.0,0.0,0.0,2.1220003521118825e-14,1.0000000000000013,0.0,0.0,0.0,0.0,-2.4161455568436265e-12,-2.0604662037210121e-13,0.0,0.0,0.0,0.0,4.325152290133005e-11,0.5,-0.5,0.0,0.0,0.0,3.141592653589793,0.05999999999999999,0.0,0.0,0.0,0.0,2.1220003521118825e-14,1.0000000000000013,0.0,0.0,0.0,0.0,-2.4161455568436265e-12,-2.0604662037210121e-13,0.0,0.0,0.0,0.0,4.325152290133005e-11,
0.07,-0.0024499999999999995,-1.2648723846148499e-16,0.0,0.0,0.0,-1.2767564783190073e-19,-0.06999999999999999,8.572527594031472e-18,0.0,0.0,0.0,-1.6653345369377332e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.141592653589793,0.06999999999999999,0.0,0.0,0.0,0.0,-7.788759022509358e-16,0.9999999999999997,0.0,0.0,0.0,0.0,-1.983630327830326e-12,-1.1294357323171792e-13,0.0,0.0,0.0,0.0,4.325152290133005e-11,-0.5,0.5,0.0,0.0,0.0,3.141592653589793,0.06999999999999999,0.0,0.0,0.0,0.0,-7.788759022509358e-16,0.9999999999999997,0.0,0.0,0.0,0.0,-1.983630327830326e-12,-1.1294357323171792e-13,0.0,0.0,0.0,0.0,4.325152290133005e-11,-0.5,-0.5,0.0,0.0,0.0,3.141592653589793,0.06999999999999999,0.0,0.0,0.0,0.0,-7.788759022509358e-16,0.9999999999999997,0.0,0.0,0.0,0.0,-1.983630327830326e-12,-1.1294357323171792e-13,0.0,0.0,0.0,0.0,4.325152290133005e-11,0.5,-0.5,0.0,0.0,0.0,3.141592653589793,0.06999999999999999,0.0,0.0,0.0,0.0,-7.788759022509358e-16,0.9999999999999997,0.0,0.0,0.0,0.0,-1.983630327830326e-12,-1.1294357323171792e-13,0.0,0.0,0.0,0.0,4.325152290133005e-11,
0.08,-0.0031999999999999993,-1.2639527337813134e-16,0.0,0.0,0.0,-1.5543122344752962e-19,-0.07999999999999999,9.797174393178824e-18,0.0,0.0,0.0,-3.8857805861880444e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.141592653589793,0.07999999999999999,0.0,0.0,0.0,0.0,-1.8452603035487704e-14,0.999999999999999,0.0,0.0,0.0,0.0,-1.5511150988170255e-12,-1.9840526091334556e-14,0.0,0.0,0.0,0.0,4.325152290133005e-11,-0.5,0.5,0.0,0.0,0.0,3.141592653589793,0.07999999999999999,0.0,0.0,0.0,0.0,-1.8452603035487704e-14,0.999999999999999,0.0,0.0,0.0,0.0,-1.5511150988170255e-12,-1.9840526091334556e-14,0.0,0.0,0.0,0.0,4.325152290133005e-11,-0.5,-0.5,0.0,0.0,0.0,3.141592653589793,0.07999999999999999,0.0,0.0,0.0,0.0,-1.8452603035487704e-14,0.999999999999999,0.0,0.0,0.0,0.0,-1.5511150988170255e-12,-1.9840526091334556e-14,0.0,0.0,0.0,0.0,4.325152290133005e-11,0.5,-0.5,0.0,0.0,0.0,3.141592653589793,0.07999999999999999,0.0,0.0,0.0,0.0,-1.8452603035487704e-14,0.999999999999999,0.0,0.0,0.0,0.0,-1.5511150988170255e-12,-1.9840526091334556e-14,0.0,0.0,0.0,0.0,4.325152290133005e-11,
0.09,-0.004049999999999999,-1.2609116367320067e-16,0.0,0.0,0.0,-2.053912595556616e-19,-0.08999999999999997,5.09898500788318e-17,0.0,0.0,0.0,-6.1062266354383525e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.1415926535897927,0.08999999999999997,0.0,0.0,0.0,0.0,-7.266392704184546e-16,0.9999999999999982,0.0,0.0,0.0,0.0,1.0358618543012875e-12,2.6249720086189297e-14,0.0,0.0,0.0,0.0,4.359835622510788e-11,-0.5,0.5,0.0,0.0,0.0,3.1415926535897927,0.08999999999999997,0.0,0.0,0.0,0.0,-7.266392704184546e-16,0.9999999999999982,0.0,0.0,0.0,0.0,1.0358618543012875e-12,2.6249720086189297e-14,0.0,0.0,0.0,0.0,4.359835622510788e-11,-0.5,-0.5,0.0,0.0,0.0,3.1415926535897927,0.08999999999999997,0.0,0.0,0.0,0.0,-7.266392704184546e-16,0.9999999999999982,0.0,0.0,0.0,0.0,1.0358618543012875e-12,2.6249720086189297e-14,0.0,0.0,0.0,0.0,4.359835622510788e-11,0.5,-0.5,0.0,0.0,0.0,3.1415926535897927,0.08999999999999997,0.0,0.0,0.0,0.0,-7.266392704184546e-16,0.9999999999999982,0.0,0.0,0.0,0.0,1.0358618543012875e-12,2.6249720086189297e-14,0.0,0.0,0.0,0.0,4.359835622510788e-11,
0.09999999999999999,-0.004999999999999998,-1.2555267379995578e-16,0.0,0.0,0.0,-2.775557561562967e-19,-0.09999999999999996,5.665538897647978e-17,0.0,0.0,0.0,-8.326672684688663e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.5,0.5,0.0,0.0,0.0,3.1415926535897927,0.09999999999999996,0.0,0.0,0.0,0.0,1.1811897083849822e-14,0.999999999999999,0.0,0.0,0.0,0.0,1.4718454165523665e-12,1.324676928493354e-13,0.0,0.0,0.0,0.0,4.359835622510788e-11,-0.5,0.5,0.0,0.0,0.0,3.1415926535897927,0.09999999999999996,0.0,0.0,0.0,0.0,1.1811897083849822e-14,0.999999999999999,0.0,0.0,0.0,0.0,1.4718454165523665e-12,1.324676928493354e-13,0.0,0.0,0.0,0.0,4.359835622510788e-11,-0.5,-0.5,0.0,0.0,0.0,3.1415926535897927,0.09999999999999996,0.0,0.0,0.0,0.0,1.1811897083849822e-14,0.999999999999999,0.0,0.0,0.0,0.0,1.4718454165523665e-12,1.324676928493354e-13,0.0,0.0,0.0,0.0,4.359835622510788e-11,0.5,-0.5,0.0,0.0,0.0,3.1415926535897927,0.09999999999999996,0.0,0.0,0.0,0.0,1.1811897083849822e-14,0.999999999999999,0.0,0.0,0.0,0.0,1.4718454165523665e-12,1.324676928493354e-13,0.0,0.0,0.0,0.0,4.359835622510788e-11,
